Iteration,Learning Rate,Total Error,Number Correct,Percent Correct
642,0.392307692,68.012021,1,1.92%
643,0.392307692,68.01135379,1,1.92%
644,0.392307692,68.01076875,1,1.92%
645,0.392307692,68.0102483,1,1.92%
646,0.392307692,68.00977944,1,1.92%
647,0.392307692,68.00935232,1,1.92%
648,0.392307692,68.00895936,1,1.92%
649,0.392307692,68.0085946,1,1.92%
650,0.392307692,68.00825332,1,1.92%
651,0.392307692,68.00793169,1,1.92%
652,0.392307692,68.00762661,1,1.92%
653,0.392307692,68.00733548,1,1.92%
654,0.392307692,68.00705617,1,1.92%
655,0.392307692,68.00678686,1,1.92%
656,0.392307692,68.00652601,1,1.92%
657,0.392307692,68.00627227,1,1.92%
658,0.392307692,68.00602451,1,1.92%
659,0.392307692,68.0057817,1,1.92%
660,0.392307692,68.00554294,1,1.92%
661,0.392307692,68.00530744,1,1.92%
662,0.392307692,68.00507448,1,1.92%
663,0.392307692,68.00484339,1,1.92%
664,0.392307692,68.00461356,1,1.92%
665,0.392307692,68.00438443,1,1.92%
